Key,CITY,COUNTY,STATE,ZIP,MS1,MS2,MS3,MS4,MS5,MS6,MS7,MS8,MS9,MS10
Key2926,EAST LOS ANGELES,LOS ANGELES,CA,90022,18,272,488,106,110,581,602,670,814.81,686
Key2939,LA HONDA,SAN MATEO,CA,94020,45,32,32,32,32,115,115,195,1100,235
Key2940,WOODSIDE,SAN MATEO,CA,94062,45,56,96,32,32,158,158,210,734,286
Key3007,CITY OF INDUSTRY,LOS ANGELES,CA,91789,219,219,186,219,219,191,198,964,520,497
Key3009,PALM DESERT,RIVERSIDE,CA,92260,169,195,195,195,195,586,603,706,810,763
Key3010,SUN VALLEY,LOS ANGELES,CA,91352,219,219,219,219,219,212,287,700,793,910
Key3011,PALM DESERT,RIVERSIDE,CA,92260,175,350,439,201,201,613,627,712,816,791
Key3012,BAKERSFIELD,KERN,CA,93308,19,315,315,34,65,310,317,404,499,520
Key3028,ESCONDIDO,SAN DIEGO,CA,92025,43,135,253,62,35,363,370,469,504,502
Key3029,FOLSOM,SACRAMENTO,CA,95630,96.6,258.2,385.85,160.83,164.52,224,272,408,437,420
Key3223,CALIFORNIA CITY,KERN,CA,93505,33,189,218,89,132,313,355,511,538,518
Key3274,CHULA VISTA,SAN DIEGO,CA,91911,31,301,422,182,56,714,764,882,972,911
Key3279,CANOGA PARK,LOS ANGELES,CA,91304,23,193,559,97,97,1087,1116,1202,1376,1215
Key3317,SAN FRANCISCO,SAN FRANCISCO,CA,94107,96.6,258.2,385.85,160.83,164.52,639.71,682.24,21,126,89
Key3318,SAN FRANCISCO,SAN FRANCISCO,CA,94118,96.6,258.2,22,160.83,164.52,148,156,240,268,271
Key3349,OAKLAND,ALAMEDA,CA,94621,99,218,314,111,111,494,522,750,755,761
Key3484,TUJUNGA,LOS ANGELES,CA,91042,88,75,77,319,85,154,446,540,561,691
Key3488,BAKERSFIELD,KERN,CA,93306,33,162,255,63,65,438,473,589,764,678
Key3491,EL CENTRO,IMPERIAL,CA,92243,1148,136,1991,160.83,1148,2023,2023,2111,2221,2117
Key3507,IRVINE,ORANGE,CA,92604,96.6,258.2,385.85,160.83,164.52,371,378,465,814.81,576
Key3578,SAN DIMAS,LOS ANGELES,CA,91773,89,412,516,298,305,677,720,783,1147,794
Key3617,SACRAMENTO,SACRAMENTO,CA,95834,96.6,182,317,160.83,164.52,570,626,717,853,776
Key3618,SAN FRANCISCO,SAN MATEO,CA,94128,96.6,258.2,385.85,160.83,164.52,547,566,703,763,778
Key3620,DALY CITY,SAN MATEO,CA,94014,96.6,258.2,385.85,160.83,164.52,514,518,738,813,800
Key3621,EL DORADO HILLS,EL DORADO,CA,95762,96.6,258.2,385.85,160.83,164.52,681,678,715,832,808
Key3624,REDDING,SHASTA,CA,96003,25,208,208,105,116,412,430,543,560,572
Key3651,CARLSBAD,SAN DIEGO,CA,92009,96.6,142,306,160.83,36,486,494,587,608,601
Key3652,BRAWLEY,IMPERIAL,CA,92227,64,201,208,201,78,330,354,629,643,866
Key3656,CAMPO,SAN DIEGO,CA,91906,96.6,321,528,160.83,52,643,643,744,1050,793
Key3661,SAN DIEGO,SAN DIEGO,CA,92110,64,146,361,208,75,446,459,573,630,575
Key3673,ESCONDIDO,SAN DIEGO,CA,92027,64,147,238,208,38,393,375,494,550,501
Key3674,VALLEY CENTER,SAN DIEGO,CA,92082,64,215,288,238,179,435,456,509,610,557
Key3712,BURBANK,LOS ANGELES,CA,91506,96.6,129,129,160.83,164.52,238,252,365,814.81,381
Key3721,CITY OF INDUSTRY,LOS ANGELES,CA,91746,219,219,186,219,219,314,401,873,1372,1055
Key3722,BEVERLY HILLS,LOS ANGELES,CA,90210,285,626,668,442,442,1468,1499,1605,1857,1618
Key3723,BEVERLY HILLS,LOS ANGELES,CA,90211,96.6,611,626,540,529,939,997,1089,1205,1201
Key3737,PARADISE,BUTTE,CA,95969,198,384,429,209,260,549,556,654,757,758
Key3738,EL DORADO HILLS,EL DORADO,CA,95762,198,325,325,184,196,611,618,664,792,762
Key3739,CASTELLA,SHASTA,CA,96017,96.6,465,513,219,261,611,618,685,783,762
Key3860,LA MIRADA,LOS ANGELES,CA,90638,107,296,300,209,219,556,605,702,843,711
Key3861,EL SEGUNDO,LOS ANGELES,CA,90245,60,237,636,92,92,725,755,841,907,858
Key3865,ORANGE,ORANGE,CA,92868,27,275,672,71,162,843,1242,1375,1492,1392
Key3866,CHATSWORTH,LOS ANGELES,CA,91311,64,217,412,91,127,727,566,662,1373,679
Key3867,DOWNEY,LOS ANGELES,CA,90242,96.6,258.2,385.85,555,164.52,247,398,601,873,968
Key3868,PLAYA DEL REY,LOS ANGELES,CA,90293,490,506,861,692,380,1490,1491,1515,1240,1491
Key3869,SANTA BARBARA,SANTA BARBARA,CA,93108,33,33,126,33,33,329,341,387,408,420
Key3870,LONG BEACH,LOS ANGELES,CA,90815,36,258.2,385.85,1082,164.52,398,1078,980,1036,1460
Key3871,RIVERSIDE,RIVERSIDE,CA,92518,96.6,67,314,1050,164.52,1254,1306,1432,1453,1581
Key3872,CLAREMONT,LOS ANGELES,CA,91711,64,258,382,91,235,414,501,610,720,641
Key4083,PINOLE,CONTRA COSTA,CA,94564,241,282,384,241,231,707,860,1109,1142,1148
Key4084,SAN JOSE,SANTA CLARA,CA,95125,348,328,717,192,195,873,1167,1225,1300,1300
Key4085,HAYWARD,ALAMEDA,CA,94542,481,613,826,381,451,1748,1683,1848,1867,1873
Key4086,MENLO PARK,SAN MATEO,CA,94025,14,414,483,344,360,563,563,575,601,583
Key4087,HALF MOON BAY,SAN MATEO,CA,94019,70,478,756,231,264,859,880,954,1155,1008
Key4088,PLEASANT HILL,CONTRA COSTA,CA,94523,97,486,601,122,217,779,1105,1217,1235,1295
Key4090,SAN FRANCISCO,SAN FRANCISCO,CA,94123,204,258.2,785,160.83,164.52,946,956,1093,1198,1186
